id,object_a,object_b,sentence,most_frequent_label
S3046779983,Java,Groovy,"We got some developers in the team that just started coming to Java from Delphi, so they already have some work to do, and Groovy is easier for its learning curve; also, pretty productive.",worse
F764725589,MySQL,PostgreSQL,"For this particular UPDATE test, MySQL is consistently five or ten times slower than PostgreSQL and SQLite.",worse
O2277177896,BMW,Toyota,"So when it comes to sports car made by BMW with their name and logo on the car, they have better line of sports car than Toyota.",better
A137889085,fox,espn,"Actually, fox might be worse than espn.",worse
T3184714628,Windows Vista,Windows XP,Windows Vista ran slower than Windows XP with all three methods and on the Fujitsu notebook.,worse
T3192374435,Honda,Ford,"With immense competition and reliability a given, Honda will continue to bleed market share with GM, Ford, Hyundai and VW making better cars.",worse
B326211513,Apple TV,iOS,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",better
F786170390,Microsoft,Google,From what it looks like Microsoft is far worse than Google.,worse
M2016891290,psp,ps2,"Polygon for polygon, he claimed, ""psp has more power than ps2,"" and it's apparently easier to develop for as well.",better
C356883749,Perl,Java,"As for performance, I've seen Perl GUI apps run faster than Java, so while Swing may be built in, that's not the end of the story.",better
M1953184686,Windows 7,Windows 8,Our system running Windows 7 was a bit faster than the same system running Windows 8.,better
F879060140,lumber,plywood,He has had better success using dimensional lumber then plywood over the years.,better
J1491454868,PHP,Java,It would be a virtuous cycle for PHP(things get better because the status quo is better) and a vicious cycle for Java(things get worse because the status quo is worse).,better
N2137846045,Scala,Java,Scala is better than Java (and C#) in almost every way.,better
E563964025,Dell,Apple,"Dell, at that historical point in the game at least, was probably better at running a supply chain and manufacturing than Apple.",better
D465083528,michigan,virginia,Chances Rodriguez will have better offensive linemen on his michigan teams than he had at West virginia: roughly 120%.,better
L1805222158,Nikon,Leica,"Nikon, zeiss or schneider industrial optic but even quite often mainstream optic is able to beat most what Leica produces and for even better price.",better
Q2656208048,google,itunes,"There is google Chrome for Ubuntu, and Rythmbox is a much better alternative to itunes, imho.",better
H1203290567,PHP,Java,I'm having a difficult time believing that PHP is between 100 and 150 times slower than Java.,worse
F751748828,tea,juice,"For me, green tea powder was more drying, though worked faster than lemon juice (diluted).",better
L1806056176,Nissan,Toyota,Nissan 4X4s are better reliable than Toyota Landcruisers.,better
F773624101,nixon,reagan,frankly nixon was a better President than Ronald reagan.,better
P2521980765,Windows XP,Windows 8,"the ""improvements"" like Faster boot times Longer battery life Better performance More secure (Windows XP is 21 times more likely to be infected by malware than Windows 8) much better multimonitor and hardware support Faster Wi-Fi reconnection etc etc are nothing to sneeze at IMHO",worse
I1295487504,Intel,Apple,"Intel PCs can do art and music, but the Apple stuff was better at it.",worse
P2449363488,OpenGL,Direct3D,The core code was simple (vertex / pixel shader + vertex buffer) and in this case OpenGL render path was faster and produced more heat than Direct3D 9 render path.,better
B333416454,phone,ipod,a really nice phone and far better than ipod 3G.,better
J1545126286,JavaScript,Python,JavaScript with v8 is like a faster PyPy (with less performance deviation): 10 to 20 times faster than plain Python code.,better
F824912165,google,youtube,google Video was good but youtube was better.,worse
B326227813,Apple,Microsoft,"Apple has better programmers, so it's able to write tighter, faster, stronger code than Microsoft.",better
O2264955633,steel,timber,Soriano produced a steel prototype in Palo Alto that was never put into production - timber was easier.,worse
S3011474616,amazon,google,"Wait, the amazon Appstore is safer than google Play?",better
J1446024704,Java,PHP,It seems like Java loads slower than PHP is it so ?,worse
F796579993,gamecube,ps2,gamecube will indefinitely be better it runs faster has better sound and graphic capabilities and is easier top program for than ps2.,better
A119657479,OpenGL,Direct3D,"About the graphics, if you decide to do them, OpenGL is much easier to use than Direct3D (Part of DirectX).",better
P2596541142,Direct3D,OpenGL,The only thing left is ditching their Direct3D stuff for OpenGL/OpenCL support to make porting games easier (which will admittedly probably never happen).,worse
I1405472427,PHP,Ruby,"(It is easier to find a hosting provider, and many people are more familiar to PHP than Ruby.)",better
O2343634388,tea,beer,tea better than beer.,better
L1910672141,michigan,california,"Only Nevada (14.4 percent), michigan (13 percent) and california (12.4 percent) were worse.",better
L1861225768,tennis,baseball,Obviously tennis was easier but baseball was a real challenge.,better
G996037975,steak,pizza,"Husband laughed and said, ""Do you really think steak au poivre is a better choice than pizza?""",better
T3173805896,Adidas,Nike,Why does Adidas creata better jersey designs than Nike?,better
N2130997766,Samsung,Motorola,"Samsung voids warranty for rooting, Motorola doesn't.",worse
F751645624,bread,pasta,"For me, bread or potato is far superior to pasta.",better
P2440697502,youtube,amazon,The combination Twitch+youtube looked great on paper - much better than amazon+Twitch.,better
H1076588286,Python,Java,I figured I'd start with Python because that's easier than Java & C for exploring and testing with... :),better
Q2621791421,Google,Apple,"The problem, as he articulates, is that ""Google is getting better at design faster than Apple is getting better at web services,"" but both are making progress.",better
J1468029304,Windows 8,Windows 7,Its the same with Windows 8 over Windows 7 it runs better on older hardware.,better
I1401133779,Python,Haskell,It is also true that Python programs are easier to install than Haskell,better
P2498575631,steel,aluminum,"The frame is made from ONE-PIECE solid stainless steel, not cheap metal or aluminum like other inferior replicas.",better
D501575099,Windows 8,Windows 7,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",better
P2596880743,football,hockey,The only thing worse than pro football is pro hockey!,better
H1195626804,Perl,AWK,"I'm a Perl guy myself, but sometimes AWK is faster and cleaner for extracting data.",worse
I1406315862,Scala,Java,It is flaw to take this to mean object creation is faster in Scala than Java (or environment X).,better
H1143360763,Perl,PHP,"I have always used a canned CGI (in Perl) gleaned from a resources site, but PHP looks soooo much easier.",worse
Q2762211945,wii,ps3,The wii U is a better machine than the ps3.,better
H1173590712,Chrysler,Toyota,"I know my 2000 Chrysler charges my phone faster than I can drain it, yet a friend's 20010 Toyota Matrix can't output enough power to charge the phone while using navigation.",better
J1450548975,tennis,golf,It's hard to say whether tennis is harder to dominate than golf.,worse
B326163715,Apple,Microsoft,Apple does understand security better than Microsoft.,better
P2447016108,Java,Smalltalk,The consensus seems to be that Java killed Smalltalk.,better
B270315363,USB,Bluetooth,"And often, the cheap USB ELM327 transmit data faster than the Bluetooth ELM327.",better
M1943087901,Microsoft,Dell,"Otherwise, Microsoft will build hardware that better integrates with the operating software, and companies like Dell will suffer.",better
D538987468,CUDA,OpenCL,"CUDA has much better support than AMD or OpenCL, try to get AMD to help you to debug your code, and you will see what happen!",better
I1248890093,Toshiba,Samsung,"In December 2011, I bought a Toshiba ultrabook, which is way faster than the Samsung laptop.",better
Q2740037942,Java,Objective-C,"The tool chain is much more robust, information is much easier to come by, garbage collection is available, and there are thousands more libraries written in Java than Objective-C and far more portable libraries than are written for C/C++.",better
M2089632043,wii,ps3,"Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",better
S3005048842,virginia,georgia,"virginia coach Tony Bennett said georgia Tech is ""a better team"" this season.",worse
D488851592,Leica,Nikon,Clearly Leica are better at using that space than Nikon.,better
L1806328923,nixon,kennedy,nixon Ike...who in retrospect appear better than kennedy.,better
T3159828573,Google,IBM,"While it is certainly true that few companies posted big wins in the equity markets this week, it remains striking that Google underperformed Oracle, IBM, Apple, Microsoft, and Yahoo! (all of whom posted losses much closer to those of NASDAQ) and HP did even worse.",worse
L1903440718,kennedy,nixon,One reviewer felt that Mitt Romney delivered a better performance than John F. kennedy against nixon.,better
E727188458,Google,Apple,Five Reasons Google is Cooler than Apple,better
M1996478726,PHP,Java,PHP is slower than Java but scales nicely anyway.,worse
L1905912546,pistol,rifle,One was for pistol barrels and one with a much slower twist was for rifle barrels.,better
O2434000492,Chevrolet,Toyota,"The Chevrolet Cruze is, quite frankly, a better car than the Honda Civic or Toyota Corolla.",better
Q2762221436,wii,gamecube,The wii was mostly built using faster but nearly identical processors as the gamecube.,better
B259320205,Toshiba,Samsung,"And I heard that the new MBA are coming with the Toshiba SSD (That is slower) and the Samsung SSD (that is much faster).... my question is, how do I know with one Im getting before I buy it !! because I don't want to spend all that money to get the best MBA and when I see I get the slower SSD....",worse
N2223380016,Smalltalk,Java,Smalltalk had a nice bytecoded multi-platform virtual machine long before Java.,better
J1572147230,Python,Java,"Just like the Python UNO interface for OpenOffice, which is much cleaner and easier to use than the Java interface.",better
T3157696699,Intel,Google,"While dozens of manufacturers will gladly slap an Intel, Microsoft, or NVIDIA advertisement on the palmrest of your brand new laptop, Google knows better than to partake in this annoying practice.",worse
I1390300149,Ruby,Python,"I think that's a more appropriate response that ""prove it or STFU!"" Ruby is inferior to Python in some area; and superior in others.",worse
S2966599012,pennsylvania,california,"Under these refining conditions, pennsylvania crude oil made better engine oil than Texas crude or california crude.",better
E601320733,Perl,PHP,"Don't learn Perl because even though it's a mature, fast and popular language, it's harder to learn than PHP.",worse
T3184714385,Windows Vista,Windows XP,"Windows Vista provides a comprehensive backup experience, much easier to use than the basic backup utility included in Windows XP.",better
M1943093869,PostgreSQL,MySQL,"Otherwise, my advice is that PostgreSQL is better than MySQL, though I",better
R2925006991,Java,Perl,"To my surprise, Java was MUCH faster than Perl.",better
E571886149,Windows 8,Windows 7,"Despite improved security in Windows 8, McAfee believes targeted malware will be available faster than it was for Windows 7.",worse
Q2725899349,espn,fox,The studio folks at espn for CL was 1000% better than fox.,better
T3265988018,Python,PHP,Your answer suggests me that it is easier to get rid of the extension in Python than in PHP and ASP.NET.,better
H1213128283,Apple,Intel,"Importantly, Apple can now boast that its systems are significantly faster than competing Intel Pentium MMX systems.",better
G1031319964,PHP,Ruby,I can't imagine that PHP is faster than Ruby (the language; I'm not talking about Rails).,better
R2849215469,Windows 98,Windows XP,"This is why it is easier to install Windows 98 first, then Windows XP.",better
F824290198,Google,Intel,"G oogle Chromebook Pixel, which is a high-end laptop manufactured by Google, has a faster CPU than its predecessors in the Intel Core i5, a touch-screen with the highest pixel density of any laptop and a coloured lightbar on the lid that simply adds to its beauty.",better
I1257064847,Windows 8,Windows 7,"In fact, according to Microsoft, Windows 8 will be 11 times faster than Windows 7.",better
I1249440219,PHP,Java,"Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",worse
B193494642,MySQL,PostgreSQL,Allen downloaded the free versions of both databases and found MySQL 4 easier to use than PostgreSQL.,better
G1034537026,Perl,Java,I claim that Perl is better at server side development than Java.,better
G1017603004,BMW,Ford,I am told that a BMW would be a far nicer car than my Ford.,better
L1791578878,amazon,itunes,"Netflix, amazon and I think the new Genius tool for itunes have much better systems.",worse
J1444398784,carolina,california,It's definitely gotten worse since we moved to North carolina from california.,worse
T3175416793,Honda,BMW,"Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.",worse
N2106958348,rifle,pistol,rifle primers are a bit harder than pistol primers.,better
H1178654056,Java,Groovy,"I like Java very much but it causes severe RSI, so Groovy is a welcome addition it makes life easier for the 10% of the APIs/language we use 90% of the time.",worse
F801586602,Amazon,Apple,"Generally, both Amazon and Google are superior to Apple in managing recommendations.",better
A65006045,Windows 8,Windows 7,2. We all knew Windows 8 wouldn't sell better than Windows 7.,worse
L1763230731,Dell,Intel,"My Dell laptop E1505 works fine, my Intel and AMD destop computers are frozen solid.",better
C358392517,michigan,virginia,"As good as michigan has been defensively this season, virginia has been even better.",worse
C354132797,PostgreSQL,MySQL,A seperate issue might be whether PostgreSQL is a better option than MySQL.,better
J1484296443,Perl,PHP,It was poorly coded in Perl anyway compare to the Korean tool which is well coded in PHP.,worse
L1793566418,Audi,Mercedes-Benz,"Nevertheless, Audi says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and Mercedes-Benz.",better
I1295607907,tennis,baseball,"In tennis, it seems to me it is easier to be selective as a hitter than it is in baseball.",better
K1690477981,Java,PHP,Maybe Fibonacci in Java will be faster than in PHP.,better
G956016452,hockey,golf,hockey has better bloggers than golf .,better
I1310886349,georgia,michigan,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",better
I1336433093,Python,Perl,I really wonder what makes Python slower than Perl ?,worse
Q2669558012,Java,Scala,"There's no use coercing a Java program into Scala, for it will be inferior in most ways to its original.",better
H1078742044,Python,Ruby,"I find that from a Perl/PHP perspective, using Python is a lot easier than Ruby.",better
E669265200,Java,Lisp,"Even now, when I'm still much better at Java than Lisp, I'd rather write an Emacs plug-in than an Eclipse plug-in any day of the week.",better
G935199426,Hewlett-Packard,Dell,"Hewlett-Packard regained the lead in worldwide PC shipments in the fourth quarter of 2003, but Dell managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",worse
J1447168187,Bluetooth,USB,It seems to me that sound quality in my XTS is better using Bluetooth than the direct USB hookup.,better
H1158795912,Perl,PHP,"I have written similar mechanisms in Perl, but prefer the PHP solution as it is easier.",worse
F760011854,Windows XP,Windows Vista,"For that testing we used Windows XP, as it's proven a faster platform than Windows Vista.",better
T3241419882,Python,Haskell,"You can go ahead and right some code without static type checking in Python, and you might even write it faster than you would have in Haskell.",better
K1692054920,Java,Lisp,"Maybe Java code is longer but it is much easier to read because it is talking to You and has a clean structure, whereas this Lisp is nesting and neting and nesting.",better
G1027473718,Google,IBM,"I can do whatever Google does[masked] cheaper and much better; I do what neither IBM, nor Oracle, nor Microsoft cannot do.",better
J1501757214,PostgreSQL,MySQL,I've found that going from Oracle to PostgreSQL is much easier than going from Oracle to MySQL.,better
I1373561116,PostgreSQL,MySQL,"It doesn't really matter if ""PostgreSQL"" is faster than ""MySQL"", because they always run on a certain physical computer.",better
O2278096913,steel,stone,"So, why are steel plates better than a pizza stone?",better
Q2627775173,psp,ps2,"The psp sells very well in Japan, in america sometimes the ps2 sells better.",worse
T3277587213,youtube,itunes,"youtube is BETTER for researching music, performances, dance routines - whatever you need -even better than itunes",better
E677738969,Direct3D,OpenGL,Everyone knows that DirectX (or Direct3D) is better than OpenGL ?,better
L1835469031,Coca-Cola,Pepsi,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",better
I1273454584,Windows 7,Windows 8,"In my opinion, Windows 7 is far superior to Windows 8, for standard laptops and desktop PCs.",better
N2262731390,Sony,Apple,"Sony Xperia Tablet Z has a better processor, much better form factor, slightly larger display, better connectivity options, better compatibility, better performance, etc., as compared to Apple iPad.",better
K1699515136,wii,gamecube,"Meanwhile, developers working on wii assert that load times are incredibly quick - much faster than gamecube.",better
P2471221792,Nissan,Ford,"The Edge's true segment is with the Nissan Murano and Toyota Venza, crossovers that try to have a more edgy image and are simply easier to park than vehicles like the Ford Explorer and Toyota Highlander.",better
M1986722244,sausage,sandwich,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, sausage, bacon and jack/cheddar cheese - like a breakfast sandwich, but better!",better
R2848866556,Scala,Java,"This is where Scala stops being a better Java, in the sense Groovy is, and becomes its own language.",worse
T3234289419,Objective-C,Java,You appear to be assuming that iPhone / Objective-C developers are typically better coders than Java coders.,better
D402677286,Microsoft,Google,But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from Microsoft and flog an inferior offering because it's from Google.,better
T3184732103,Windows XP,Windows Vista,Windows XP and particularly Mac OS X performed better than Windows Vista in these benchmarks.,better
I1377007203,cnn,fox,"It gets better-this is cnn, not fox.",better
T3184738111,Windows XP,Windows 98,"Windows XP is much better at handling high-speed Internet connections than the ""made for dial-up"" Windows 98, but there is still one little tweak that can increase your connection speed.",better
H1113768774,Audi,Lexus,"If you go with the Audi TT, you'll have a much easier time finding a large enough space to park than you will with the Lexus IS 350C.",better
E704051200,Ferrari,BMW,Ferrari heads over both BMW Sauber and McLaren.,better
I1273195400,Chrysler,Toyota,"In my opinion Dodge and Chrysler are far better than Toyota, Honda, Chevrolet or GMC, and are far more reliable.",better
N2120514214,Ruby,PHP,Ruby is slower than PHP.,worse
N2102724033,Sigma,Nikon,"Reviews are coming in that this Sigma is WAY better than the Nikon, and worth every penny.",better
D488695991,beer,soda,"Clearly, beer is better than soda.",better
B319133013,Windows 8,Windows 7,"Anyways, Windows 8 is much better than Windows 7 IMO.",better
R2924993116,Windows 8,Windows 7,"To my surprised now Windows 8 is very easy to use, easier than Windows 7 itself.",better
B216956985,Direct3D,OpenGL,Also note that in most cases the Direct3D rendering performed much better then the OpenGL...,better
N2254921186,Scala,Java,Some Scala standard library classes are slower than their Java counterparts e.g.,worse
I1291076274,Ford,Nissan,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",worse
K1604521684,Apple,Sony,Last time I checked Apple had 3% market share (Personal Computers) Sony does better.,worse
L1754124895,Python,PHP,Much easier to use and understand than Drupal and coding is in Python rather than PHP.,better
K1713800708,Microsoft,Google,Microsoft Live Maps Looks Better Than Google Maps/Earth,better
K1676147757,PHP,Perl,"Many PHP apps are much easier to install than equivalent Perl ones, solely due to dependencies.",better
D400850165,IBM,Google,"But Lenovo, with its IBM ancestry knows the enterprise market better than Google does.",better
R2887814168,Cadillac,Lexus,"Those numbers, Cadillac points out, are better than the horsepower and torque numbers for comparable V6 engines driving such competitive vehicles as the Mercedes-Benz E-Class and the Lexus ES 350.",better
B326332270,Apple,Google,Apple is a much better company than Google though.,better
I1258517519,wii,ds,"In fact, it may even be better on the wii than on the Nintendo ds.",better
D427890754,Ford,Honda,Buying a Ford F-150 is better for America than buying a Honda Fit made in Japan.,better
G980794362,psp,ps2,"However the bandwidth (5.3 GB/second), clock speed (166MHz max) and bus size (256-bit) of the psp GPU is far inferior to that in the ps2.",worse
F824601019,Google,Microsoft,Google Makes it Easier to Dump Microsoft Office #io14,better
M1997837740,milk,soda,Pick your beverage for better nutrition - milk for a calcium boost or juice instead of soda.,better
B173597317,Python,Bash,"A further advantage of perl or Python (or ruby) would be that these should all have libraries for interfacing with matlab, and much better data structures than Bash for tables.",better
G1062299782,Python,Perl,"I'd say Python is far better at the latter than some others, such as Perl.",better
H1195947978,PHP,Perl,(Im assuming its easier to this in PHP than Perl).,better
N2196305032,PHP,Ruby,"she: ""When i read ""PHP is better than Ruby"", I had to laugh...",better
S3099833188,SQLite,MySQL,"(What about PostpreSQL you ask? Meh, decent license but it can't be embedded, performs better than SQLite but much worse than Firebird and MySQL; feature-wise its about on par with Firebird)",worse
S2987279823,laptop,ipod,"Using the output from my wife's tiny laptop, playing Apple Lossless files was so vastly superior to my ipod, that I wanted to explore this further.",better
O2322501291,Dell,IBM,"Sun is positioning its Linux products against Red Hat, Inc. and Dell Computer Corp. in the Intel server market, and suggesting how they offer a better strategy than the enterprise offerings from IBM and HP.",better
S2969102354,Bluetooth,USB,"Unfortunately, the Bluetooth mouse goes through batteries much faster than ""regular"" USB wireless mice do.",worse
R2820944011,Windows 98,Windows XP,"(This doesn't apply to the standard consumer pc environment, where Microsoft bloatware expands in pace with everything that Intel's Moore's Law throws at it, which is why my 9 year old PC running Windows 98 seems to run faster than my 1 year old PC running Windows XP.)",better
P2596419929,pizza,pasta,The only thing I like better than pizza is pasta.,worse
M1988332584,PHP,Python,"Perl's still at a decent level, on par with PHP and still above Python and...",better
T3195104529,Nokia,Samsung,With Nokia 808 at 2x digital zoom will be already worse than this Samsung.,worse
N2120520018,Ruby,PHP,"Ruby looks pretty easy to learn, and it even looks fun; but I'm skeptical about whether or not I'd be safer going down the more established PHP route.",worse
T3198669246,Toyota,Chrysler,"With some $18.5 billion in cash, and relatively little debt, Toyota is still in far better shape to weather the downturn than General Motors and Chrysler, which on Friday received $17.4 billion in emergency loans from Washington.",better
D494459880,cnn,fox,"cnn, at this point you're no better than fox News.",worse
S3037075438,MySQL,PostgreSQL,We chose MySQL over PostgreSQL primarily because it scales better and has embedded replication.,better
D489227210,Leica,Nikon,"Clearly you've never used good Leica or Zeiss lenses, they sure produce better image quality than ostensive good Nikon lenses.",better
J1463658212,basketball,baseball,"It's really easier in basketball than baseball.""",better
J1548338444,Microsoft,Sony,Jensen Comment:  Actually Microsoft has a better fix to Windows problems created by Sony.,better
P2476512001,Ethernet,USB,The Ethernet bridge tends to be slightly faster than a USB adapter.,better
J1425513915,Ruby,JavaScript,"It not as verbose as Java would be, there's no monkey-patching like you might see in Ruby, refactoring is much safer than it would be in JavaScript, and it runs on Linux much better than C# would.",better
O2327806358,Nokia,Samsung,"Survey indicates Windows Phone, Nokia, draws better customer ratings than Android and Samsung",better
K1616130741,Leica,Nikon,"Leica makes a very nice low end (about $20K)instrument that compares well in terms of image quality, etc, to all of the others (Nikon is poorer, Olympus is about the same).",better
N2139031903,Lisp,Python,"Scheme, OCaml, Haskell, and Lisp are all an order of magnitude faster than Python.",better
F824657995,Google,Microsoft,"Google offering are still inferior to OpenOffice/Libreoffice, much less Microsoft Office.",worse
S2973048555,OpenGL,Direct3D,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.",worse
G1052937553,ds,ps2,"I don't know, but the Nintendo ds has (so far) sold faster than the ps2 did simply because their potential market was much larger.",better
F735923912,MySQL,SQLite,"For a complicated query, MySQL is faster, but for my current projects, SQLite ""wins"" due to admin simplicity (none required!).",worse
D389426457,soup,sandwich,But I daresay the soup went better with the beer than a grilled cheese sandwich...,better
F804953248,georgia,missouri,"georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",better
A76106761,Sigma,Nikon,"3. Sigma 17-70 HSM OS + better range than the 18-55 + faster (but not as fast as the Tamron) + 9"" min focus - macro use + cheaper than Nikon",better
M1926897745,Oracle,PostgreSQL,"Oracle has superior clustering to PostgreSQL, better native XML support, autonomous transactions, procedures that can return multiple result sets, a really solid embedded JVM for procedures, proven scaling to absurdly huge database sizes, etc.",better
M2012558937,hockey,football,"Plus, unlike hockey or, worse, soccer, football and baseball allow for a lot of downtime.",worse
L1860606467,BMW,Ford,Obviously a BMW is better than a Ford.,better
B332338897,motorcycle,truck,"ARCEE changes into a motorcycle and is very quick and acrobatic with her attacks, and BULKHEAD changes into an armoured truck and moves slower, but hits much harder.",better
R2938128678,Toyota,Ford,"Toyota gave us cheaper and better cars, not Ford/GM/Chrysler competition.",better
I1380458069,IBM,Microsoft,It has better security than Exchange and IBM is much more friendly to OSS projects than Microsoft.,better
P2526085198,Java,Groovy,The interface should be written in Java (or even better Groovy).,worse
A158005965,Ruby,Perl,"After abandoning Ruby (until they calm down), I started exploring Perl and C/C++ with much better results.",worse
B215779154,PHP,Java,Also it's much easier to find a server for hosting PHP than Java code (unless having your own server).,better
Q2623765315,Java,Perl,The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,better
I1342416528,IBM,Intel,ISA is the old bus of the old IBM-compatible PCs while PCI is a newer and faster bus from Intel.,worse
H1151119841,Lisp,Python,I have no doubt that a good Lisp hacker can write from scratch something faster/better than a good Python hacker could write the same thing.,better
D440819890,california,oregon,"california has better weather than oregon.""",better
G1054010868,PostgreSQL,MySQL,"I don't know much about about RDBMS, but I have heard that PostgreSQL is much better than MySQL.",better
S2992214505,Audi,Mercedes-Benz,"Utility The Audi A7 offers greater seating capacity than the Mercedes-Benz E-Class, making it a better choice for those who find themselves chauffeuring others around.",better
E716992867,missouri,carolina,"Final note: Without the transfers last year, missouri likely is worse than South carolina and Miss.",worse
S2951985464,Lexus,Cadillac,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",better
D541124835,SQLite,MySQL,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.",worse
L1761931867,Python,Java,My compelling use case for MI in Python is... better to model MI in Java,better
H1085345046,Ethernet,USB,If not present then Ethernet cards are very cheap and a much better route than USB.,better
J1471041800,Python,Perl,It's what makes Python easier to test than Perl.,better
Q2654999678,Java,Haskell,"There is a real, major benefit of using Java over other languages, such as C or Haskell or Smalltalk, which is this: it lets you work with other mediocre programmers, and has limitations that prevents them from doing anything too crazy.",better
N2221112246,Groovy,Java,@Slava: FUD! Shameless FUD! Groovy is definitely not thousands times slower than Java!,better
D538989804,CUDA,OpenCL,CUDA performance is 2X that of a GTX285 & OpenCL is 3X better.,worse
K1622057528,Windows 8,Windows 7,Lets shift focuses to what Windows 8 does better than Windows 7.,better
I1370990630,PHP,JavaScript,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,better
H1099630756,PHP,Java,"If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.",better
H1087345897,Google,Amazon,I found it a lot easier to set up PayPal and Google rather than Amazon Payments.,better
O2393366554,Java,Lisp,"The abstraction level of both C# and Java is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as Lisp and Ocaml).",worse
D402033767,Python,Ruby,"But merely posting ""Python is way more popular"" isn't constructive toward making Ruby better.",better
E613641206,milk,soda,"Drinking fluids - milk-based fluids may be easier to tolerate than acidic liquids, such as juice or soda.",better
A137807600,Bluetooth,USB,"Actually, Bluetooth quality is just as good, if not better, than the audio through USB.",better
S3064829656,JavaScript,PHP,"Well, JavaScript is by itself much easier and more consistent than PHP.",better
J1433945828,Windows 8,Windows 7,It's actually easier to toggle between apps using Windows 8 than Windows 7.,better
J1464761836,wii,ps2,Its slightly better just as wii was slightly better than ps2/GC/Xbox .,better
D501552780,georgia,oregon,"Come On Man georgia is not better than oregon, no way and they almost beat them.",worse
E632688778,Windows 8,Windows 7,"Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.",better
B182940055,lacrosse,hockey,", aims to promote the National lacrosse League (NLL) as a better alternative to the National hockey League (NHL).",better
M2054187406,Python,Java,"Python is one of the faster scripting languages I've seen around, but last time I checked it was still 10x slower than Java and 20x slower than C for most stuff.",worse
D506840209,Perl,Ruby,Compared to Perl - Ruby is much much nicer.,worse
M2058376611,pistol,knife,"- QUICK MOVEMENT The speed of your player is based on the weight of your gun, so when the round starts, switching to the pistol or even better, your knife, will result in much faster movement.",worse
M1984939494,Audi,Lexus,"Performance The Audi A6 has less horsepower than the Lexus IS 350, so it will probably be somewhat slower.",worse
K1712967246,michigan,california,michigan is no better than california.,worse
S2974204258,Leica,Nikon,"Unlike the Leica 19mm, the Olympus has a very sweet C Zone - but it's no better than the Contax N's which - again - we see thoroughly trounced by the Nikon above.",worse
A107951124,softball,baseball,@9:08 At no time has the softball stadium been superior to baseball.,worse
S2948497211,Nikon,Leica,Try shooting a wedding on a manual focus Hasselblad and a Nikon F3 or worse still a Leica ;),better
P2565066914,CUDA,OpenCL,The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for CUDA but lousy for OpenCL.,better
M2073548845,JavaScript,Python,"Really, the only advantage that HTML/CSS/JavaScript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",better
H1229744925,Google,Amazon,"In addition, Google is in a better position than Amazon to reach the high-quality/low price sweet spot.",better
N2213993938,Apple,Dell,"Since then I've gone through the Apple Cinema, then on to the bigger and better Dell :)",worse
H1176316564,PHP,Perl,"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",worse
K1692522327,Perl,Python,"Maybe Perl is better than Python, but anyway, that is not the point.",better
K1604027151,Google,Apple,"Last November, Patrick Gibson argued that Google was getting better at design faster than Apple was getting better at services.",better
M2003260280,Samsung,Nokia,"Plasticky in the way a Samsung Galaxy S II feels solid, although far from finely machined like a Nokia N8 .",worse
I1248559183,Ford,Honda,"In CR's Annual Car Reliability Survey, the Ford Fusion and Mercury Milan sedans scored slightly better than the Honda Accord V6 and Toyota Camry V6.",better
